file,filename,start,end,dur,text,further remarks
engl310_01,engl310_01_287,2412.83,2423.47,10.64,"; unexpectedly sometime , tsk and carry you aloft , the metaphor suggests ; ecstasy , tsk uh the exaltation of modern life that ; ",
engl310_01,engl310_01_288,2423.22,2432.78,9.56,"; uh aspiration imaged in ; uh imaged in stieglitz too , ; uh ; it suggests that ecstasy is like wine . , ;",
engl310_01,engl310_01_289,2431.57,2441.57,10,"; uh and wine . , is like an eagle clasping you . ; , tsk ;  it’s prey , in its claws and keep in mind when crane wrote those lines too it was ;",
engl310_01,engl310_01_290,2441.37,2451.21,9.84,"; illegal to buy and sell wine in this country  tsk ; uh modernity , ; in in crane’s strange gorgeous , poetry . , tsk ;",
engl310_01,engl310_01_291,2450.97,2461.83,10.86,"; uh is all about ; getting ; , high . , ; about , elevation . , tsk exultation , tsk crane was ; , an alcoholic ;",
engl310_01,engl310_01_292,2461.56,2470.03,8.47,"; and if you study this photo ; uh , you can ; you can see the the uh ; uh qualities uh uh um , ;",
engl310_01,engl310_01_293,2469.84,2476.3,6.46,"; um , uh , uh of a man ; um ; uh struggling with , alcoholism ; ",
engl310_01,engl310_01_294,2476.09,2484.17,8.08,"; uh this this , friendly and even dignified face , ; uh , has prematurely , white hair ;",
engl310_01,engl310_01_295,2483.8,2493.07,9.27,"; uh his cheeks are veined . ; uh ; , being drunk became for crane a kind of grim literalization ;",
engl310_01,engl310_01_296,2492.83,2501.77,8.94,"; of the freedom that came with being modern , tsk ; uh and that vision of of ; uh , freedom ; uh , is something that his , poetry ;",
engl310_01,engl310_01_297,2501.53,2509.67,8.14,"; , preserves for us and and and carries forward , for us and ; uh continues to give us ; as a gift , tsk ;",
engl310_01,engl310_01_298,2509.47,2518.63,9.16,; contrast his images of joyous or demonic assent ; with the images of catastrophe ; of descent ;,
engl310_01,engl310_01_299,2518.39,2528.4,10.01,"; uh of of collapse in eliot ; , london bridge is falling down , tsk ; the decay of of christian belief and practice ;",
engl310_01,engl310_01_300,2528.09,2537.63,9.54,"; uh is not uh uh ; , a loss but rather an opportunity for poetry in crane ; uh he says in the bridge ; um tsk ;",
engl310_01,engl310_01_301,2537.53,2546.74,9.21,; uh he he asks the bridge to lend a myth to god ; uh and he suggests that this is something that every age must do ; uh because our names for god ;,
engl310_01,engl310_01_302,2546.44,2555.86,9.42,"; are always , metaphors . ; poems something imagined ; uh acts of speech , tsk ; poet uh crane ;",
engl310_01,engl310_01_303,2555.66,2563.1,7.44,; shares uh these general ideas ; with wallace stevens . ; this is wallace stevens . ;,
engl310_01,engl310_01_304,2562.75,2572.55,9.8,"; uh wallace stevens who said poetry is a means of redemption, tsk ; and meant it . ; uh ; stevens uh began life ; uh . ;",
engl310_01,engl310_01_305,2572.3,2582.81,10.51,"; well as a choirboy . ; uh and as a christian . , tsk uh but his work is all about replacing christian theology ; with poetry , tsk ;",
engl310_01,engl310_01_306,2582.37,2591.85,9.48,"; for stevens ; when ; modernity takes away god ; , what it does is unveil , the poet’s godlike powers tsk ;",
engl310_01,engl310_01_307,2591.63,2601.1,9.47,"; uh a power to create the world through imagination , ; uh , imagination which created god in the first place . , ; in stevens ;",
engl310_01,engl310_01_308,2600.81,2610.76,9.95,"; uh modernity shows us that the truth of religion was always , a fiction , tsk a fundamentally poetic construction , tsk stevens’s world is ;",
engl310_01,engl310_01_309,2610.43,2621.39,10.96,"; secular , and non transcendental , ; uh , and he is fully at home in it ; so much so ; that ; uh he ; lives the life ; of ;",
engl310_01,engl310_01_310,2621.2,2629.9,8.7,"; a ; uh bourgeois ; businessman ; uh as an executive ; of the hartford accident , and indemnity ;",
engl310_01,engl310_01_311,2629.62,2637.45,7.83,"; uh company tsk ; uh a great , connecticut , burger , and poet . ; uh ;",
engl310_01,engl310_01_312,2637.34,2645.91,8.57,; stevens celebrates the bourgeois world over and over again ; uh in a poetry that is about and itself enacts ;,
engl310_01,engl310_01_313,2644.78,2653.02,8.24,"; uh our perpetual recreation of reality , through the mind and its special medium language , tsk ; uh ;",
engl310_01,engl310_01_314,2652.78,2658.7,5.92,"; stevens , he understands tragedy , ; uh but he is a comic poet . tsk ;",
engl310_01,engl310_01_315,2658.49,2668.26,9.77,"; uh a humanist who is concerned to preserve and exalt the human , tsk ; uh the relativity of truth the profusion of languages ;",
engl310_01,engl310_01_316,2668.12,2676.86,8.74,"; these things that ; uh ; afflict eliot ; uh ; are a source of faith , for stevens . , tsk ;",
engl310_01,engl310_01_317,2676.3,2687.1,10.8,"; modern poetry . tsk , seeks absolutes . , tsk ; uh what moore calls the genuine , tsk what crane calls the myth of america ;",
engl310_01,engl310_01_318,2686.69,2693.85,7.16,"; uh the voice of the thunder in eliot . tsk ; uh stevens’s supreme fiction . ,  ; uh ;",
engl310_01,engl310_01_319,2693.56,2703.13,9.57,"; uh , pound’s cantos a poem that would as he intended include history , ; modern poetry is in all these ways ;",
engl310_01,engl310_01_320,2703,2712.93,9.93,"; promethean astounding ; uh arrogant ; uh enormous ; uh imprudent ; , visionary . tsk ; but it also contains ;",
engl310_01,engl310_01_321,2712.63,2722.82,10.19,"; , other positions ; uh alternatives that that that open ; those , over sized cultural ambitions to critique , ; tsk ; uh to ;",
engl310_01,engl310_01_322,2722.6,2732.67,10.07,"; uh ; uh imaginative ; uh , alternatives of many kinds and these are suggested ; uh i’ll , suggest briefly ; uh ;",
engl310_01,engl310_01_323,2732.48,2741.74,9.26,; by the last two poets we’ll read ; uh . ; double u aitch auden ; uh to begin with here pictured as an oxford undergraduate ;,
engl310_01,engl310_01_324,2741.5,2750.24,8.74,"; , ever , cheeky , ; uh who has written on the side of his photo ; , the cerebral life would pay , ;",
engl310_01,engl310_01_325,2749.43,2759.67,10.24,"; dry cool ; pragmatic , ; and , elizabeth bishop . , ; uh , ; young in this glamorous ;",
engl310_01,engl310_01_326,2759.57,2768.13,8.56,"; george platt lynes photo , tsk ; while modern poetry in many of its forms strives to master reality ;",
engl310_01,engl310_01_327,2767.77,2778.8,11.03,"; auden reminds us there on your handout cautiously that ; , poetry makes nothing happen , tsk ; while stevens represents the poet as a kind of god . , ;",
engl310_01,engl310_01_328,2778.33,2787.06,8.73,"; bishop sees the poet rather as , a sandpiper , ; uh that little bird tsk ; uh skittering along the shore ;",
engl310_01,engl310_01_329,2786.79,2796.12,9.33,"; not in control of the world but subject to it , tsk ; subject to its continual ; fluctuation and awesome powers , tsk ;",
engl310_01,engl310_01_330,2795.85,2806.56,10.71,"; uh bishop’s sandpiper poet there in your on your handout is ; is obsessed with the mere details of experience , ; those sand grains quartz grains tsk ; ",
engl310_01,engl310_01_331,2806.2,2815.26,9.06,"; uh her aim is to get along in a world that ; uh ; is dominated by shifting forces ; that can be registered , and reacted to by poetry ;",
engl310_01,engl310_01_332,2815,2824.02,9.02,"; but not , explained , ; uh , this is i think , really also a version ; of ; , poetic activity ;",
engl310_01,engl310_01_333,2823.76,2833.16,9.4,"; uh that , has some sources in and has a lot in common with ; robert frost’s ; uh as , we will see , on monday ;",
engl310_01,engl310_01_334,2832.87,2834.43,1.56,"; , ; thank you","cut on pause, last snippet"
engl310_07,engl310_07_01,1.26,10.35,9.09,"let’s , let's turn . ; uh to page five twenty seven . , tsk in your anthology , tsk ;","start of new lecture, no inhale at start"
engl310_07,engl310_07_02,9.66,20.51,10.85,"; , where you find a famous poem by wilfred owen , tsk ; called dulce et decorum est . , ;",
engl310_07,engl310_07_03,19.77,29.16,9.39,"; and uh . ; your footnote explains . , ; that that , phrase is the beginning of a line from horace , ;",
engl310_07,engl310_07_04,28.68,39.16,10.48,"; completed at the end of the poem , ; uh ,  that is in the last lines of the poem , pro patria mori, ; , uh . ;",
engl310_07,engl310_07_05,38.67,48,9.33,"; , translated as uh it is sweet and and proper . , sweet'n . , right , ; decorous . ;",
engl310_07,engl310_07_06,47.55,55.86,8.31,"; to die . for one’s country , ; , ; bent double like old beggars under sacks , tsk ;",
engl310_07,engl310_07_07,55.65,66.38,10.73,"; knockkneed , coughing like hags , ; we cursed from sludge , ; till on the haunting flares we turned our backs and towards our distant rest ;",
engl310_07,engl310_07_08,66.03,73.47,7.44,"; began . ; , to trudge ; , tsk ; men marched , asleep , ;",
engl310_07,engl310_07_09,73.04,80.48,7.44,"; many had lost their boots but limped on . , bloodshod . , tsk ; ",
engl310_07,engl310_07_10,80.12,89.46,9.34,"; all went lame , all blind . ; drunk with fatigue ; deaf even to the hoots of tired outstripped ;",
engl310_07,engl310_07_11,89.2,99.99,10.79,"; fivenines , that dropped , behind . , tsk ; , gas , gas , quick boys . , ;",
engl310_07,engl310_07_12,99.71,110.5,10.79,"; an ecstasy ; , of fumbling , fitting ; the clumsy helmets just in time ; but someone still was yells , yelling out and ;",
engl310_07,engl310_07_13,110.35,119.71,9.36,"; stumbling ; , and floundering ; , like a man ; , in fire . ; , or lime . ; , ;",
engl310_07,engl310_07_14,119.31,125.48,6.17,"; dim , through the misty panes and thick green light as under a green sea ;",
engl310_07,engl310_07_15,124.85,135.63,10.78,"; , i saw him drowning , . , tsk , in all my dreams , before my helpless sight he plunges at me ; guttering ; choking ;",
engl310_07,engl310_07_16,135.49,145.63,10.14,"; , drowning . ; , ;  if in some smothering dreams you too could pace behind the wagon that we flung him in ;",
engl310_07,engl310_07_17,144.9,155.63,10.73,"; , and watch the white eyes writhing in his face ; his hanging face like a devil’s sick , of sin , tsk if you could hear ;",
engl310_07,engl310_07_18,155.35,165,9.65,"; at every jolt ; the blood come , gargling from the frothcorrupted lungs ; obscene as cancer bitter as the cud of vile ;",
engl310_07,engl310_07_19,164.76,175.18,10.42,"; incurable , sores on , innocent tongues ; , my friend , you would not tell with such high ; , zest ;",
engl310_07,engl310_07_20,174.92,184.02,9.1,"; to children ; , ardent ; for some desperate glory the old lie ; dulce et decorum est , pro patria ;",
engl310_07,engl310_07_21,183.71,188.38,4.67,"; mori . , ; , ;",
engl310_07,engl310_07_22,187.74,196.53,8.79,"; , paul , fussell uh a literary critic , tsk who wrote a a brilliant book about ; uh ",cut on pause
engl310_07,engl310_07_23,197.27,205.97,8.7,"the literature and . , tsk ; uh ; uh culture . uh of of the first world war . tsk ; ",starts with speech
engl310_07,engl310_07_24,205.48,214.46,8.98,"; uh speaks of irony . , ; as as the uh ; essential . , trope . or rhetorical figure ;",
engl310_07,engl310_07_25,213.95,223.29,9.34,"; uh , of this , body of literature world war one poetry , uh here is ; in this poem uh ;",
engl310_07,engl310_07_26,222.9,231.02,8.12,"an example of , irony of a really , comparatively simple kind ; , ;",
engl310_07,engl310_07_27,230.82,241.35,10.53,"; what are , schoolby schoolboy lines from horace lines that uh ; owen and , many others would have learned in school ;",
engl310_07,engl310_07_28,240.97,249.75,8.78,"; uh to recite , uh uh to have memorized , that uh ; um ; poetry is here ;",
engl310_07,engl310_07_29,249.6,255.29,5.69,; held up as propaganda ; uh as as uh as a kind of murderous ;,
engl310_07,engl310_07_30,255.04,262.22,7.18,"; lie it is , sweet and and right to die for one’s , country , ; , uh ;",
engl310_07,engl310_07_31,261.89,271.95,10.06,"; uh , you you you you can uh feel it in the , marvelous texture of this poetry . , tsk uh ; against , horace’s ;",
engl310_07,engl310_07_32,271.75,282.38,10.63,"; decorous , and elegant , latin . , ; uh there is ; , placed owen’s , ; anglosaxon , alliterative ;",
engl310_07,engl310_07_33,282.08,291.19,9.11,"; uh inflected . ; strongly stressed ; uh language uh with its uh rough ; uh and um , actual ;",
engl310_07,engl310_07_34,291.51,302.1,10.59,"; uh vernacular . diction . , tsk ; uh the , power and authority too ; of of uh ;",
engl310_07,engl310_07_35,301.73,309.4,7.67,"; uh owen’s . , writing ; uh is , well , certified ; we feel . ;",
engl310_07,engl310_07_36,309.11,319.25,10.14,"; uh by that first person . uh that speaks to us that that i ; who , speaks from as uh as a witness uh to uh war ;",
engl310_07,engl310_07_37,318.95,326.86,7.91,"; uh , as a describer ; uh as someone ; telling . ; , a reader . elsewhere . ;",
engl310_07,engl310_07_38,326.56,336.69,10.13,"; uh what he has seen and speaking specifically ; for ; uh , one , fallen , soldier , tsk ;",
engl310_07,engl310_07_39,336.32,346.1,9.78,"; uh , the reception of owen’s poetry has always been , tsk uh attached ; to ; um ;",
engl310_07,engl310_07_40,345.85,355.45,9.6,; uh uh a sense of owen as uh a soldier and witness to war ; uh and indeed as a victim of war uh who uh ; uh died ;,
engl310_07,engl310_07_41,355.18,361.79,6.61,"; uh , a week . , before the armistice , ; uh this uh these poems . ; ",
engl310_07,engl310_07_42,361.35,372.26,10.91,"; uh that you , see the , um cover for here ; um ; , excuse me , poems by wilfred owen , tsk ;",
engl310_07,engl310_07_43,371.82,379.54,7.72,"; uh originally appeared posthumously uh ; uh after uh . uh owen’s , ; , death ;",
engl310_07,engl310_07_44,379.29,388.32,9.03,"; uh introduced by siegfried sassoon , tsk uh a comrade fellow poet fellow soldier ; uh and and as you can see ;",
engl310_07,engl310_07_45,388.07,393.06,4.99,; uh it uh in addition to the introduction ;,
engl310_07,engl310_07_46,392.77,402.47,9.7,"; um , uh the , cover advertises also a portrait of the art uh , not a portrait of the artist a portrait of the author , tsk ; uh and there is owen ;",
engl310_07,engl310_07_47,402.22,408.61,6.39,"; uh in uniform . uh . ; a handsome . young man , tsk ; um . ;",
engl310_07,engl310_07_48,408.42,416.37,7.95,"; this is uh all as i say very much part of the um , transmission of owen’s , poetry , tsk ;",
engl310_07,engl310_07_49,416.02,420.49,4.47,; uh dulce et decorum est uh uh is a is a great poem ;,
engl310_07,engl310_07_50,420.16,430.42,10.26,"; uh , but , the kind of irony that it puts forward is , uh uh um , i think a simple one , tsk ; uh it is uh . ;",
engl310_07,engl310_07_51,430,435.52,5.52,; well an and it’s a great poem uh there are lots of them ; uh that are great poems ; ,
engl310_07,engl310_07_52,435.28,445.59,10.31,"; uh that when i first started teaching this course i decided i wouldn’t teach , tsk uh and and for a number of reasons ; uh including um . well ;",
engl310_07,engl310_07_53,445.3,452.26,6.96,"; uh the sense that ; uh , . , gee ; yeats stevens uh . ;",
engl310_07,engl310_07_54,451.95,459.42,7.47, ; uh eliot these are hard poets and we need as much time ; on them as we can ; uh in order to read ; ,
engl310_07,engl310_07_55,459.15,469.59,10.44,"; uh their work and and uh this poem ; uh seemed uh like one you might , uh find and uh be able to read ; yourself ;",
engl310_07,engl310_07_56,469.28,477.67,8.39,"; uh without me there to explain it ; , um , it also is the case that probably . , probably many of you have already read it ;",
engl310_07,engl310_07_57,477.39,487.94,10.55,"; uh and possibly studied it in school and talked about it , tsk so at any rate this ; seemed to me ; to be uh when i started teaching this course ; um ;",
engl310_07,engl310_07_58,487.61,496.07,8.46,"; uh you know uh ; uh reasons not to teach it ; uh , besides . besides uh well i think the first time i taught this course",cut on pause
engl310_07,engl310_07_59,497.97,508.53,10.56,uh ; the uh . ;  um . ; well uh was a few years after the gulf war ; uh the first . gulf war . ;,
engl310_07,engl310_07_60,508.14,517.96,9.82,"; uh and uh ; it seemed ; uh to me ; uh in in my uh . , historical . ; innocence ; that , uh ;",
engl310_07,engl310_07_61,517.71,527.91,10.2,"; uh the irony , tsk that , uh ; owen , tsk is playing upon here uh that he’s putting forward to us ;",
engl310_07,engl310_07_62,527.55,535.97,8.42,; uh was was not one that i would need to talk about ; uh in a classroom ; uh it seemed to me uh as though ;,
engl310_07,engl310_07_63,535.7,545.33,9.63,"; uh no one would ever quote horace again . , tsk as anything but a lie ; um of course uh that’s not the case ;",
engl310_07,engl310_07_64,544.94,554.82,9.88,"; uh you know uh as our our . present ; uh . , war has gone on ; uh how many times have we ; uh heard ;",
engl310_07,engl310_07_65,554.39,565.03,10.64,"; people uh in many different forms uh speaking ; uh , of , justifications uh for ; ",
engl310_07,engl310_07_66,564.69,574.03,9.34,"; uh the deaths of young . men and women ; uh , on behalf of , the nation , . ; well , um . , tsk ;",
engl310_07,engl310_07_67,573.67,583,9.33,"; uh you know uh . ; as we watch our our um . , tsk ; . as we watch our president’s uh , ;",
engl310_07,engl310_07_68,582.7,587.82,5.12,; approval ratings for his conduct of the war . ; drop ;,
engl310_07,engl310_07_69,587.5,596.93,9.43,"; uh one wonders well , tsk could , any of us really be surprised by this ; uh and ; well ;",
engl310_07,engl310_07_70,596.74,604.83,8.09,"; um . , certainly wilfred , owen would not have been . ; uh , and it seemed to me as though uh in fact ;",
engl310_07,engl310_07_71,604.56,613.27,8.71,"; uh , it was important to read wilfred owen and to ; uh go on ; thinking and talking about ; his poetry . tsk ;",
engl310_07,engl310_07_72,612.96,622.71,9.75,"; and , not only owen of course , tsk but , tsk uh really ; the , extraordinary ; uh , rich ;",
engl310_07,engl310_07_73,622.56,628.08,5.52,"; body ; , of , british , world war one poetry ; uh as a whole ;",
engl310_07,engl310_07_74,627.71,635.79,8.08,"; uh writing that is uh not by any means uh , all about battle . though much of it is . like that poem ;",
engl310_07,engl310_07_75,635.45,645.52,10.07,"; i just read , uh today ; what i want to do is is , give you of some sense of ; this uh body of writing . tsk ;",
engl310_07,engl310_07_76,645.17,653.44,8.27,"; uh and , unlike uh the last few lectures where i’ve concentrated on a single poet ; and and tried to make arguments about ;",
engl310_07,engl310_07_77,653.11,663.71,10.6,; uh that poet n and have uh you know a thesis ; uh uh today what i want to do is really just show you different poems uh and ; uh different poets ;,
engl310_07,engl310_07_78,663.47,670,6.53,"; uh you know a range of of uh ; uh brilliant ; uh writing , ;",
engl310_07,engl310_07_79,669.74,676.47,6.73,"; um , in addition . , to , an opportunity to think about poetry and ;",
engl310_07,engl310_07_80,676.02,686.18,10.16,"; war , tsk uh it’s also a good opportunity to to fff start to fill out a little bit ; our sense of of what modern poetry is or ;",
engl310_07,engl310_07_81,685.85,696.39,10.54,"; uh was ; um , tsk uh what it is or was ; , also what , it did not become . , tsk ;",
engl310_07,engl310_07_82,696.06,706.69,10.63,"; uh , world war one uh destroyed . , uh an english generation . , tsk ; um , ; . you know uh . ;",
engl310_07,engl310_07_83,706.28,712.39,6.11,"; , modern poetry as we . , tsk study it in this class and ;",
engl310_07,engl310_07_84,712.01,720.45,8.44,; uh you know i i think uh as as you see it in this this anthology ; is an international phenomenon it’s not uh . ;,
engl310_07,engl310_07_85,720.07,729.87,9.8,"; um . tsk ; well ; uh , we don’t have a lot of english poets on this syllabus . , tsk ; um , there’s uh t s eliot ;",
engl310_07,engl310_07_86,729.58,734.68,5.1,; uh . the only . great english poet ; born in america . ;,
engl310_07,engl310_07_87,734.34,742.92,8.58,"; uh there’s uh . , uh double u aitch auden , uh an englishborn poet ; who moved to america . ;",
engl310_07,engl310_07_88,742.46,749.85,7.39,"; uh , most of the figures that we study are in fact americans , uh there's there’s yeats too ; ",
engl310_07,engl310_07_89,749.39,755.34,5.95,"; uh , all of them are in a sense internationals , tsk uh and there there’s a ;",
engl310_07,engl310_07_90,754.85,763.93,9.08,"; uh , uh you know a range of of important cultural reasons for this ; but there’s also the simple fact of of the war ;",
engl310_07,engl310_07_91,763.61,771.54,7.93,"; uh , arguably ; uh the great , modern english poets died . uh in in um . the teens ",cut on pause
engl310_07,engl310_07_92,771.97,782.63,10.66,"in france in ninteen fifteen or nineteen seventeen , ; uh or uh they survived ; uh like ivor gurney who you have some samples from in a in a wounded ;",
engl310_07,engl310_07_93,782.27,793.26,10.99,"; uh and and uh ; um . , uh injured ; uh state , tsk um ; i also um think it’s important for us to . ;",
engl310_07,engl310_07_94,792.86,803.71,10.85,"; , uh , think about the war uh as as um ; tsk ; uh an important context uh when we go on to read pound ; , and eliot . ;",
engl310_07,engl310_07_95,803.36,812.2,8.84,"; uh when we uh , encounter . ; uh in their poetry uh a sense of uh apocalyptic ;",
engl310_07,engl310_07_96,811.89,820.55,8.66,"; uh , change uh of civilization in crisis ; which can seem pretty vague sometimes ; uh well ;",
engl310_07,engl310_07_97,820.3,827.82,7.52,; um . uh and this is true for the yeats poems that we’ve been talking about ; as well uh yeats is obviously writing ;,
engl310_07,engl310_07_98,827.53,837.48,9.95,; uh in the context of an irish civil war but uh it’s also ; the case that he’s writing in the uh ; uh shadow of the first world war as well . ;,
engl310_07,engl310_07_99,837.05,843.56,6.51,"; uh you know ; uh , on july first ninteen sixteen uh ;",
engl310_07,engl310_07_100,843.19,850.82,7.63,"; uh more than um , fifty seven thousand , english troops , uh were ; uh ;",
engl310_07,engl310_07_101,850.47,861,10.53,"; wounded or or dead um um , i think uh almost twenty thousand on that day ; um . , tsk died , and ;",
engl310_07,engl310_07_102,860.7,871.57,10.87,"; uh in the in the battle of the somme um ; as it unfolded uh there were , a million , ; casualties ; uh this is this is you know a scale of of uh;",
engl310_07,engl310_07_103,871.05,880.68,9.63,"; um ; , human suffering uh and and um ; , uh um , tsk ; uh a kind of um . well ; ",
engl310_07,engl310_07_104,880.49,891.14,10.65,"; uh a scale of human suffering that is , enormous and hard to comprehend ; and leaves its shadow across ; uh the writing , that we will be reading . ;",
engl310_07,engl310_07_105,890.73,899.27,8.54,"; uh i , uh all the poets we will be uh , talking about , today are are men , tsk uh ;",
engl310_07,engl310_07_106,898.96,909.62,10.66,"; not , quite all soldiers but most of them ; uh i’ve given you some quotes um . ; uh ,  from virginia woolf . ; uh partly . ;",
engl310_07,engl310_07_107,909.36,917.8,8.44,; to uh . remind us that ; uh the war did not only exist for men . ; uh uh or soldiers ;,
engl310_07,engl310_07_108,917.52,928.48,10.96,"; uh and that it existed uh . ; in england uh as quite as uh uh much uh as it ; uh existed on the continent , tsk ;",
engl310_07,engl310_07_109,928.13,937.44,9.31,"; uh well , uh with all that ; uh . said . by preparation . ; uh , let me uh . show you some more poems , ;",
engl310_07,engl310_07_110,937.07,947.63,10.56,"; uh , beginning with . , thomas hardy , tsk on page fifty one , ; , ;",
engl310_07,engl310_07_111,947.11,951.11,4,"; , hardy is um , ;",
engl310_07,engl310_07_112,950.73,959.68,8.95,"; uh this is this is um , tsk a little pamphlet uh hard of uh of war poems , hardy published ;",
engl310_07,engl310_07_113,959.34,968.81,9.47,";  uh , in um , ninteen seventeen and that that um , tsk ; um you can find in the beinecke , tsk ;",
engl310_07,engl310_07_114,968.38,978.68,10.3,"; uh , hardy , arguably the greatest english poet , um . a modern english poet ; uh uh is is a figure we don’t , um  ;",
engl310_07,engl310_07_115,978.41,986.75,8.34,"; study in this course otherwise uh he is uh a poet from another century . , he’s born uh ; in fact ;",
engl310_07,engl310_07_116,986.56,995.63,9.07,"; twenty years before the american civil war . tsk ; uh ; , tsk when world war one began ;",
engl310_07,engl310_07_117,995.31,1003.75,8.44,"; uh he was seventy four . ; uh he , wrote uh his poems from the perspective ; of uh , tsk ;",
engl310_07,engl310_07_118,1003.45,1011.36,7.91,"; uh the rural england it was the setting for almost all of his novels . , tsk , almost all of his poetry , tsk uh and ",cut on pause
engl310_07,engl310_07_119,1011.69,1020.67,8.98,"channel firing on the bottom of fifty one ; uh is um . , tsk ; uh also set in ; uh the west of england uh ;",
engl310_07,engl310_07_120,1020.3,1025.48,5.18,"; hardy’s . home country ; uh , and uh is is set ;",
engl310_07,engl310_07_121,1025.26,1032.78,7.52,"; right on the the verge , of the first world war . , tsk it’s a poem about gunnery practice , ;",
engl310_07,engl310_07_122,1032.1,1041.11,9.01,"; uh ; , yeah , uh  it’s uh it's uh , a dramatic monologue spoken by , one of the dead",cut on pause
engl310_07,engl310_07_123,1041.26,1051.07,9.81,"in a graveyard , tsk ; that night your great guns unawares shook all our coffins as we lay ; and broke the chancel windowsquares , ;",
engl310_07,engl310_07_124,1050.67,1059.29,8.62,"; we thought it was the judgmentday . , and sat upright , ; . , ; , ; . ;",
engl310_07,engl310_07_125,1059.06,1065.75,6.69,"; hardy had hardy hardy has has has various gothic and , ; supernatural fancies ;",
engl310_07,engl310_07_126,1065.48,1075.81,10.33,"; that he uh asks us to imagine in vivid homely terms . , ; while drearisome arose the howl of wakened hounds . ;",
engl310_07,engl310_07_127,1075.31,1085.38,10.07,"; uh uh uh this is all this , ; , this , wonderful , observed detail of rural life ; the mouse let fall the altarcrumb . ; ",
engl310_07,engl310_07_128,1085.12,1095.5,10.38,"; the worms drew back into the mounds ; the glebe cow drooled . , tsk ; till god called , no , tsk ;",
engl310_07,engl310_07_129,1095.21,1105.51,10.3,"; it’s gunnery practice out at sea just as before you went below . , ; the world is as it used to be . this is not  the second coming . , ;",
engl310_07,engl310_07_130,1105.1,1115.83,10.73,"; alne ; uh kind of a reply to yeats although yeats has written his poem yet , tsk ; all nations striving strong to make red war yet redder . ;",
engl310_07,engl310_07_131,1115.54,1123.35,7.81,"; mad as hatters they do no more for christes sake than you , ; who are helpless in such matters . , ;",
engl310_07,engl310_07_132,1123,1127.32,4.32,; that this is not the judgmenthour or some of them’s a blessed thing ;,
engl310_07,engl310_07_133,1126.92,1136.43,9.51,"; , for if it were they’d have to scour hell’s floor for so much threatening , ha , ha . , ;",
engl310_07,engl310_07_134,1135.84,1142.9,7.06,"; it's hardy’s god laughs like that , ; it will be what his . ; uh frost would have understood it ;",
engl310_07,engl310_07_135,1142.51,1151.65,9.14,"; uh it will be warmer when i blow the trumpet . , if indeed i ever do for you are men and rest , eternal , sorely need ;",
engl310_07,engl310_07_136,1151.4,1160.22,8.82,"; this is this is god ; so , cruel ; that he will not . ; deliver the second , coming who , the day of judgment , tsk ;",
engl310_07,engl310_07_137,1159.56,1167.28,7.72,"; so down we lay again . ; i wonder , will the world ever saner be said one ;",
engl310_07,engl310_07_138,1167.05,1176,8.95,"; than when he sent us under in our indifferent , century . , tsk ; and many a skeleton shook his head . ;",
engl310_07,engl310_07_139,1175.5,1184.13,8.63,"; instead of preaching forty year ; my neighbor parson thirdly said i wish i had stuck to pipes and beer . , ;",
engl310_07,engl310_07_140,1183.69,1194.44,10.75,"; again the guns disturbed the hour ; , roaring their readiness to avenge ; as far inland as stourton tower ; and camelot ; and starlit ;",
engl310_07,engl310_07_141,1194.19,1203.1,8.91,"; stonehenge . , . tsk ; . ; gunnery practice , uh disturbs the dead . ;",
engl310_07,engl310_07_142,1202.74,1210.99,8.25,"; uh disrupts the ground . , tsk uh you know here here war refuses to let the dead lie in peace , ;",
engl310_07,engl310_07_143,1210.64,1218.44,7.8,"; uh with the notion that not even the dead are are ; safe from it . , tsk ; unaffected by it . ; ",
engl310_07,engl310_07_144,1217.94,1228.29,10.35,"; uh the , church windows . , shatter well ; , in some sense this is exactly what , what modernity might be seen to be doing to ;",
engl310_07,engl310_07_145,1228.08,1237.37,9.29,"; traditional , english , culture , tsk ; uh har hardy is is full of all those quaint ; , gothic ; uh ; archaic ; ",
engl310_07,engl310_07_146,1237.07,1247.05,9.98,"; uh dictions uh and and fancies , tsk ; uh ; the dead are raising their objections here to to guns uh ;",
engl310_07,engl310_07_147,1246.64,1256.11,9.47,"; uh that will be uh used very shortly . uh in the great war . , ; uh god reassures them . ;",
engl310_07,engl310_07_148,1255.73,1264.76,9.03,"; though of course what he says here is is not reassuring . ; uh he says that although red war is getting redder . , ;",
engl310_07,engl310_07_149,1264.44,1271.23,6.79,"; it’s really as it always has been . ; uh , this is not the end of the world that it appears to be .",cut o pause
engl310_07,engl310_07_150,1271.96,1282.42,10.46,"tsk uh he’s not about to let manhind , mankind off the hook ; with judgment day . , tsk ; uh the speakernarrator lies back ;",
engl310_07,engl310_07_151,1282.1,1290.12,8.02,"; uh and wonders , uh if , the world will ever be saner , ; uh , his neighbor . ;",
engl310_07,engl310_07_152,1289.67,1299.44,9.77,"; uh uh says well . , i don’t think so i wish i had uh ; uh you know pleasured myself and uh ; uh . ;",
engl310_07,engl310_07_153,1299.17,1305.81,6.64,"; rather than uh . ; serving that uh wicked . , god . , ;",
engl310_07,engl310_07_154,1305.27,1313.13,7.86,"; uh in , in the last stanza then there is that , extraordinary , shift . ; uh of perspective . ;",
